"c1" "c2" "c3" "c4" "t1" "t2" "t3" "t4"
"8877" 0 0 0 0 0 0 0 0
"8878" 0 0 0 0 0 0 0 0
"8879" 2 3 6 2 2 4 7 3
"8880" 5 4 3 1 4 7 6 2
"8881" 0 0 0 0 0 0 0 0
"8882" 4 7 4 1 14 0 2 8
"8883" 5 3 5 4 8 6 4 1
"8884" 5 9 5 7 10 12 13 6
"8885" 0 0 0 0 0 0 0 0
"8886" 0 0 0 0 0 0 0 0
"8887" 14 21 10 20 27 26 20 20
"8888" 31 22 15 25 14 21 29 36
"8889" 9 6 5 8 14 18 5 10
"8890" 30 39 14 40 24 14 21 17
"8891" 16 12 14 25 31 19 49 23
"8892" 4 11 3 4 5 2 5 5
"8893" 17 24 29 38 37 32 28 40
"8894" 0 0 0 0 0 0 0 0
"8895" 7 18 8 13 16 17 11 18
"8896" 13 23 13 13 16 14 16 24
"8897" 0 0 0 0 0 0 0 0
"8898" 0 0 0 0 0 0 0 0
"8899" 23 22 27 19 30 23 29 23
"8900" 6 8 3 3 3 4 4 2
"8901" 0 0 0 0 0 0 0 0
"8902" 0 0 0 0 0 0 0 0
"8903" 67 86 78 121 62 90 95 130
"8904" 20 20 14 12 14 22 26 20
"8905" 16 26 17 23 24 35 18 20
"8906" 3 9 9 6 1 2 1 1
"8907" 2 4 4 7 1 8 6 6
"8908" 0 0 0 0 0 0 0 0
"8909" 6 10 11 14 7 29 15 7
"8910" 3 5 2 4 3 3 5 3
"8911" 4 5 2 6 1 2 1 1
"8912" 0 0 0 0 0 0 0 0
"8913" 2 0 1 0 1 0 1 1
"8914" 10 3 3 14 10 14 6 11
"8915" 11 28 14 26 56 78 57 62
"8916" 0 0 0 0 0 0 0 0
"8917" 14 19 12 21 33 28 11 13
"8918" 3 6 5 3 3 10 4 7
"8919" 12 12 13 21 25 26 27 18
"8920" 2 8 8 3 4 7 4 9
"8921" 26 21 35 30 34 48 37 51
"8922" 9 6 1 5 11 13 7 5
"8923" 15 13 11 13 15 17 19 17
"8924" 2 11 9 4 6 8 9 4
"8925" 15 6 7 10 14 14 12 20
"8926" 26 45 23 33 62 55 54 39
"8927" 8 5 8 9 9 7 6 8
"8928" 0 9 5 5 12 6 12 7
"8929" 14 25 12 21 36 26 18 21
"8930" 11 14 11 15 11 17 21 9
"8931" 0 0 0 0 0 0 0 0
"8932" 2 5 4 7 6 6 5 6
"8933" 6 7 13 16 9 23 12 29
"8934" 11 22 10 28 12 9 23 14
"8935" 4 8 9 11 53 24 38 52
"8936" 0 0 0 0 0 0 0 0
"8937" 0 0 0 0 0 0 0 0
"8938" 2 5 6 3 7 10 4 5
"8939" 5 14 5 15 11 9 12 13
"8940" 8 21 14 14 16 22 16 10
"8941" 5 0 1 2 3 5 4 7
"8942" 0 0 0 0 0 0 0 0
"8943" 82 72 61 78 84 67 79 70
"8944" 8 13 7 6 11 10 12 16
"8945" 73 103 47 61 127 96 88 101
"8946" 25 10 20 21 28 23 16 25
"8947" 4 3 4 10 5 4 7 5
"8948" 10 8 8 12 12 16 13 12
"8949" 14 17 14 13 19 19 19 24
"8950" 0 0 0 0 0 0 0 0
"8951" 5 1 3 0 1 7 2 3
"8952" 11 30 36 35 55 39 24 41
"8953" 32 16 15 19 34 43 28 24
"8954" 22 14 10 22 18 12 9 15
"8955" 18 27 15 14 47 16 30 30
"8956" 9 7 4 4 4 6 1 7
"8957" 0 0 0 0 0 0 0 0
"8958" 4 8 3 3 17 13 14 4
"8959" 53 35 30 20 48 41 24 41
"8960" 2 5 3 5 3 5 5 7
"8961" 6 6 8 11 15 7 10 8
"8962" 0 0 0 0 0 0 0 0
"8963" 39 49 25 36 49 37 36 30
"8964" 0 0 0 0 0 0 0 0
"8965" 0 0 0 0 0 0 0 0
"8966" 13 7 10 6 3 15 13 10
"8967" 62 47 65 104 133 84 92 124
"8968" 23 53 35 36 57 59 40 41
"8969" 5 5 7 4 7 2 6 4
"8970" 0 0 0 0 0 0 0 0
"8971" 6 6 4 2 3 8 4 9
"8972" 22 29 12 27 56 54 32 23
"8973" 0 0 0 0 0 0 0 0
"8974" 4 4 6 10 5 20 14 5
"8975" 49 53 55 50 33 41 28 36
"8976" 26 35 31 34 49 28 38 31
"8977" 0 0 0 0 0 0 0 0
"8978" 7 6 7 6 9 7 5 5
"8979" 0 0 0 0 0 0 0 0
"8980" 3 6 4 11 3 9 5 12
"8981" 14 26 5 22 11 16 13 21
"8982" 17 11 13 7 106 56 86 58
"8983" 35 67 44 45 63 69 74 63
"8984" 21 26 16 18 24 32 37 13
"8985" 5 1 2 5 5 5 6 5
"8986" 12 5 7 11 10 9 12 16
"8987" 2 6 9 3 7 1 7 7
"8988" 0 0 0 0 0 0 0 0
"8989" 11 17 17 7 18 23 19 13
"8990" 4 3 12 14 2 6 22 11
"8991" 8 9 10 5 15 14 9 4
"8992" 0 0 0 0 0 0 0 0
"8993" 0 0 0 0 0 0 0 0
"8994" 11 7 5 7 12 13 5 5
"8995" 0 0 0 0 0 0 0 0
"8996" 0 0 0 0 0 0 0 0
"8997" 12 18 12 18 20 14 22 17
"8998" 14 17 14 8 16 20 11 15
"8999" 0 0 0 0 0 0 0 0
"9000" 23 41 30 28 53 31 35 25
"9001" 23 48 22 27 45 43 36 25
"9002" 9 14 14 11 5 20 14 10
"9003" 7 10 7 11 19 18 15 7
"9004" 4 11 9 10 9 16 11 8
"9005" 49 24 24 23 34 38 42 41
"9006" 9 24 10 5 21 16 19 14
"9007" 0 2 2 0 0 1 0 1
"9008" 7 3 8 10 2 2 2 4
"9009" 3 5 7 13 11 12 7 12
"9010" 0 0 0 0 0 0 0 0
"9011" 13 22 12 19 17 34 33 30
"9012" 41 62 56 99 84 90 63 81
"9013" 6 3 3 2 6 5 4 11
"9014" 6 11 7 18 32 25 15 23
"9015" 14 25 11 16 7 4 5 8
"9016" 11 8 7 10 10 10 3 8
"9017" 3 3 3 2 4 1 4 1
"9018" 0 0 0 0 0 0 0 0
"9019" 8 23 8 10 12 17 20 16
"9020" 3 2 1 0 1 3 1 2
"9021" 4 7 9 5 3 6 10 6
"9022" 2 6 5 4 7 10 8 7
"9023" 0 2 1 3 2 6 0 4
"9024" 6 24 13 17 15 29 20 25
"9025" 16 23 5 14 54 38 74 39
"9026" 1 4 0 4 2 1 2 0
"9027" 1 0 1 2 2 4 3 1
"9028" 2 2 0 1 8 12 14 15
"9029" 37 22 28 23 48 31 44 49
"9030" 18 25 14 17 12 35 21 25
"9031" 14 23 11 27 31 31 15 22
"9032" 4 3 2 5 5 5 5 2
"9033" 36 44 35 70 53 58 44 45
"9034" 11 7 6 13 10 11 8 15
"9035" 47 93 48 69 79 60 67 72
"9036" 32 25 18 34 33 22 28 27
"9037" 3 1 6 1 4 5 3 5
"9038" 15 12 22 33 28 22 25 20
"9039" 0 3 0 2 3 1 3 1
"9040" 8 12 8 9 26 15 11 10
"9041" 7 28 18 26 34 26 13 19
"9042" 27 21 22 39 31 28 38 27
"9043" 0 0 0 0 0 0 0 0
"9044" 13 12 5 13 8 18 19 15
"9045" 3 3 5 3 8 3 1 5
"9046" 0 0 0 0 0 0 0 0
"9047" 1 2 0 4 4 1 2 3
"9048" 60 52 45 65 78 98 96 102
"9049" 20 40 31 28 30 32 47 45
"9050" 0 0 0 0 0 0 0 0
"9051" 14 17 19 23 31 20 10 20
"9052" 0 0 0 0 0 0 0 0
"9053" 7 5 7 5 4 1 2 2
"9054" 1 1 1 0 3 3 7 5
"9055" 7 14 13 6 19 13 12 16
"9056" 22 14 9 12 14 11 14 12
"9057" 17 12 10 15 11 12 9 12
"9058" 3 4 2 1 2 2 5 0
"9059" 33 37 47 78 41 61 61 62
"9060" 6 8 5 4 3 2 4 6
"9061" 3 6 5 13 29 50 31 12
"9062" 0 0 0 0 0 0 0 0
"9063" 0 0 0 0 0 0 0 0
"9064" 0 0 0 0 0 0 0 0
"9065" 2 6 1 0 6 1 1 2
"9066" 0 2 1 1 4 2 1 1
"9067" 7 21 14 10 15 24 27 7
"9068" 8 9 9 9 12 13 3 12
"9069" 1 9 4 14 6 15 8 8
"9070" 5 6 10 6 8 8 4 10
"9071" 12 11 11 16 22 11 8 15
"9072" 8 8 13 8 11 14 10 10
"9073" 10 35 35 44 40 21 25 33
"9074" 16 28 18 28 35 26 11 28
"9075" 12 18 3 12 25 15 11 10
"9076" 5 5 5 5 6 5 5 4
"9077" 2 1 1 3 2 3 0 2
"9078" 18 22 10 17 16 22 13 13
"9079" 8 6 4 6 10 19 5 7
"9080" 14 6 3 5 9 9 9 6
"9081" 35 46 30 27 31 54 20 30
"9082" 16 21 14 9 6 8 2 7
"9083" 8 11 16 17 8 15 21 16
"9084" 0 0 0 0 0 0 0 0
"9085" 0 5 2 5 8 7 8 5
"9086" 0 0 0 0 0 0 0 0
"9087" 2 6 7 9 9 15 19 12
"9088" 26 41 32 69 56 64 71 50
"9089" 7 5 9 18 19 23 13 10
"9090" 17 15 18 23 29 26 9 22
"9091" 22 27 14 10 30 24 14 15
"9092" 0 0 0 0 0 0 0 0
"9093" 29 32 32 51 70 34 22 43
"9094" 8 10 13 19 26 20 21 13
"9095" 0 0 0 0 0 0 0 0
"9096" 2 0 2 3 1 2 4 2
"9097" 3 5 6 7 7 1 5 0
"9098" 2 3 8 3 1 2 2 7
"9099" 2 3 0 1 4 0 0 1
"9100" 13 19 13 23 28 26 24 30
"9101" 5 7 7 8 6 13 6 10
"9102" 19 37 24 25 35 30 23 37
"9103" 45 62 39 61 30 21 13 18
"9104" 3 1 2 3 2 1 7 3
"9105" 0 0 0 0 0 0 0 0
"9106" 0 0 0 0 0 0 0 0
"9107" 0 0 0 0 0 0 0 0
"9108" 0 0 0 0 0 0 0 0
"9109" 9 10 11 12 9 5 7 10
"9110" 5 1 1 4 6 8 4 5
"9111" 0 0 0 0 0 0 0 0
"9112" 11 16 2 15 17 11 13 20
"9113" 5 5 3 1 8 5 6 5
"9114" 26 20 10 20 18 20 11 32
"9115" 25 21 11 15 22 27 16 12
"9116" 7 10 6 7 8 7 3 10
"9117" 20 13 14 26 20 39 19 44
"9118" 6 11 2 3 3 7 5 4
"9119" 1 1 0 1 0 1 1 1
"9120" 2 2 9 5 0 1 2 0
"9121" 3 6 4 7 10 4 7 8
"9122" 6 15 1 6 4 5 16 6
"9123" 7 9 2 6 12 6 6 11
"9124" 12 13 4 8 8 16 9 3
"9125" 0 0 0 0 0 0 0 0
"9126" 13 18 10 17 31 20 28 37
"9127" 4 7 2 14 7 12 17 13
"9128" 0 0 0 0 0 0 0 0
"9129" 17 27 18 15 38 24 17 24
"9130" 9 10 15 10 14 13 9 11
"9131" 0 0 0 0 0 0 0 0
"9132" 9 20 11 22 24 28 16 22
"9133" 24 38 38 51 53 44 28 37
"9134" 13 8 14 15 12 12 9 10
"9135" 4 3 3 3 8 3 3 4
"9136" 40 51 40 45 55 74 49 51
"9137" 0 0 0 0 0 0 0 0
"9138" 0 0 0 0 0 0 0 0
"9139" 7 24 5 15 12 16 18 30
"9140" 4 7 5 8 10 5 4 10
"9141" 0 0 0 0 0 0 0 0
"9142" 0 0 0 0 0 0 0 0
"9143" 3 6 1 3 2 1 2 3
"9144" 11 5 6 12 4 2 1 0
"9145" 1 0 0 2 2 0 2 0
"9146" 5 8 4 3 9 6 7 5
"9147" 4 3 4 3 2 3 4 1
"9148" 5 11 2 14 6 18 7 12
"9149" 0 0 0 0 0 0 0 0
"9150" 41 67 61 68 56 93 57 68
"9151" 0 0 0 0 0 0 0 0
"9152" 1 6 9 13 5 18 20 16
"9153" 0 0 0 0 0 0 0 0
"9154" 30 21 19 19 28 31 38 28
"9155" 0 0 0 0 0 0 0 0
"9156" 0 0 0 0 0 0 0 0
"9157" 5 2 2 2 3 4 6 7
"9158" 0 0 0 0 0 0 0 0
"9159" 65 61 28 45 75 62 53 61
"9160" 24 20 14 33 39 27 41 38
"9161" 6 10 6 12 11 6 6 3
"9162" 0 0 0 0 0 0 0 0
"9163" 0 0 0 0 0 0 0 0
"9164" 11 11 10 15 9 16 23 24
"9165" 6 7 7 1 3 5 6 8
"9166" 9 9 11 20 10 16 5 13
"9167" 16 17 8 19 12 15 4 21
"9168" 10 8 6 1 7 7 2 9
"9169" 0 0 0 0 0 0 0 0
"9170" 2 7 13 2 11 6 6 7
"9171" 5 8 7 9 7 9 2 4
"9172" 6 8 7 3 15 11 8 7
"9173" 53 48 53 30 65 62 50 57
"9174" 28 31 25 32 39 31 34 32
"9175" 0 0 0 0 0 0 0 0
"9176" 6 1 3 1 5 1 4 3
"9177" 0 0 0 0 0 0 0 0
"9178" 8 9 7 11 4 3 6 14
"9179" 12 7 3 17 10 12 9 13
"9180" 9 5 12 7 7 8 5 15
"9181" 3 5 6 13 3 3 2 4
"9182" 0 0 0 0 0 0 0 0
"9183" 0 0 0 0 0 0 0 0
"9184" 18 15 23 26 20 14 20 27
"9185" 11 3 12 11 17 22 11 13
"9186" 2 1 2 2 3 7 1 3
"9187" 0 0 0 0 0 0 0 0
"9188" 4 7 5 7 18 22 16 10
"9189" 0 1 0 5 4 1 2 5
"9190" 0 0 0 0 0 0 0 0
"9191" 6 4 5 7 11 22 6 13
"9192" 0 0 0 0 0 0 0 0
"9193" 19 29 24 74 49 50 57 55
"9194" 7 7 4 6 7 5 3 4
"9195" 11 6 14 14 16 21 16 17
"9196" 12 11 11 22 10 20 12 20
"9197" 1 0 3 2 2 4 4 4
"9198" 0 0 0 0 0 0 0 0
"9199" 30 15 25 18 23 45 21 21
"9200" 10 30 12 25 18 26 23 25
"9201" 21 34 13 21 28 29 27 19
"9202" 12 10 9 15 12 10 1 27
"9203" 0 0 0 0 0 0 0 0
"9204" 0 0 0 0 0 0 0 0
"9205" 0 0 0 0 0 0 0 0
"9206" 6 9 2 13 10 12 14 7
"9207" 23 29 17 15 24 45 17 20
"9208" 23 24 19 33 27 23 29 30
"9209" 0 0 0 0 0 0 0 0
"9210" 6 11 6 8 12 6 9 7
"9211" 0 0 0 0 0 0 0 0
"9212" 6 3 11 1 2 8 4 10
"9213" 8 8 4 9 9 14 13 5
"9214" 5 6 5 10 10 20 6 4
"9215" 0 0 0 0 0 0 0 0
"9216" 8 16 7 9 23 25 20 34
"9217" 0 6 5 6 5 5 7 5
"9218" 16 22 20 20 31 24 16 23
"9219" 7 9 7 8 12 10 9 10
"9220" 7 5 1 9 11 10 8 7
"9221" 0 0 0 0 0 0 0 0
"9222" 3 7 5 6 8 8 4 2
"9223" 29 25 15 17 29 25 46 24
"9224" 0 0 0 0 0 0 0 0
"9225" 0 0 0 0 0 0 0 0
"9226" 7 5 4 11 14 7 12 14
"9227" 104 83 56 92 112 162 77 68
"9228" 4 15 5 7 5 11 7 11
"9229" 14 28 44 31 28 59 31 46
"9230" 0 0 0 0 0 0 0 0
"9231" 5 9 8 6 14 8 8 9
"9232" 12 16 3 12 9 3 11 9
"9233" 20 17 19 32 30 29 39 23
"9234" 10 14 7 10 25 20 11 19
"9235" 13 13 12 17 20 12 24 21
"9236" 0 0 0 0 0 0 0 0
"9237" 5 8 7 6 10 7 2 5
"9238" 3 4 1 3 3 2 4 2
"9239" 29 48 46 37 51 78 68 55
"9240" 8 14 4 9 9 8 5 8
"9241" 8 7 3 7 12 20 12 8
"9242" 6 14 4 9 6 6 4 7
"9243" 0 0 0 0 0 0 0 0
"9244" 14 13 18 19 36 20 24 32
"9245" 2 5 8 13 6 4 8 10
"9246" 0 0 0 0 0 0 0 0
"9247" 40 50 47 59 81 71 62 90
"9248" 25 26 19 33 38 28 28 33
"9249" 11 15 8 10 18 15 24 16
"9250" 0 0 0 0 0 0 0 0
"9251" 4 5 4 5 7 8 12 15
"9252" 4 11 11 3 6 11 4 6
"9253" 0 0 0 0 0 0 0 0
"9254" 3 4 2 4 5 3 7 7
"9255" 1 0 0 1 3 1 3 5
"9256" 0 0 0 0 0 0 0 0
"9257" 3 3 3 6 4 3 6 2
"9258" 33 14 20 21 40 36 29 35
"9259" 3 3 1 6 2 2 0 1
"9260" 18 18 7 19 23 19 19 18
"9261" 0 0 0 0 0 0 0 0
"9262" 4 10 5 9 11 12 8 11
"9263" 2 4 3 6 6 1 9 3
"9264" 0 0 0 0 0 0 0 0
"9265" 9 13 13 21 19 11 13 12
"9266" 14 12 11 19 42 41 61 36
"9267" 60 75 56 56 108 77 86 85
"9268" 19 20 19 16 28 20 30 26
"9269" 0 0 0 0 0 0 0 0
"9270" 0 0 0 0 0 0 0 0
"9271" 36 31 15 31 22 39 23 23
"9272" 4 2 2 3 3 2 5 9
"9273" 2 9 2 6 5 12 5 5
"9274" 6 7 8 20 24 16 20 17
"9275" 5 10 11 15 6 10 6 5
"9276" 6 6 12 8 10 11 4 8
"9277" 0 0 0 0 0 0 0 0
"9278" 0 0 0 0 0 0 0 0
"9279" 6 33 8 16 13 15 18 14
"9280" 20 18 21 17 27 28 19 24
"9281" 9 10 17 7 10 9 14 13
"9282" 5 6 12 11 10 14 11 7
"9283" 24 15 12 14 10 17 14 13
"9284" 10 14 12 14 9 9 5 9
"9285" 4 10 12 5 26 21 26 38
"9286" 0 0 0 0 0 0 0 0
"9287" 14 19 18 14 22 39 21 16
"9288" 17 25 28 25 44 54 16 14
"9289" 0 0 0 0 0 0 0 0
"9290" 13 9 4 5 15 3 11 10
"9291" 21 18 7 14 20 31 24 19
"9292" 3 4 6 1 6 4 0 8
"9293" 17 9 13 29 62 51 93 90
"9294" 6 8 10 17 8 6 15 11
"9295" 0 0 1 0 1 2 0 1
"9296" 64 61 52 44 57 71 86 111
"9297" 9 7 1 3 4 3 4 3
"9298" 0 0 0 0 0 0 0 0
"9299" 21 32 25 29 29 30 34 25
"9300" 22 27 34 15 53 50 49 38
"9301" 16 15 15 13 18 19 26 13
"9302" 0 0 0 0 0 0 0 0
"9303" 5 6 4 4 3 4 7 15
"9304" 14 8 11 8 13 16 10 11
"9305" 12 18 16 12 10 34 15 14
"9306" 4 7 1 9 4 9 10 10
"9307" 2 3 1 3 7 7 3 6
"9308" 12 22 15 16 18 23 15 24
"9309" 13 6 18 19 9 11 8 15
"9310" 0 0 0 0 0 0 0 0
"9311" 25 19 20 19 19 23 12 17
"9312" 5 7 8 6 6 10 6 5
"9313" 3 2 1 4 12 9 13 7
"9314" 0 0 0 0 0 0 0 0
"9315" 0 0 0 0 0 0 0 0
"9316" 5 5 3 5 1 3 6 2
"9317" 6 6 4 8 8 15 9 10
"9318" 4 2 5 9 19 15 10 9
"9319" 0 0 0 0 0 0 0 0
"9320" 3 7 4 7 2 1 4 1
"9321" 3 8 2 4 2 4 2 6
"9322" 0 0 0 0 0 0 0 0
"9323" 3 0 1 0 2 2 2 1
"9324" 5 10 5 6 5 15 12 8
"9325" 7 8 4 1 6 5 8 6
"9326" 3 9 5 13 8 12 6 5
"9327" 3 5 4 3 9 3 4 3
"9328" 0 0 0 0 0 0 0 0
"9329" 6 8 9 6 9 10 11 10
"9330" 9 10 10 9 10 14 14 15
"9331" 15 13 21 26 22 18 18 29
"9332" 4 5 8 8 6 7 4 6
"9333" 0 0 0 0 0 0 0 0
"9334" 4 4 2 2 4 7 2 2
"9335" 2 7 2 4 6 12 6 4
"9336" 0 4 2 4 1 3 2 3
"9337" 3 4 4 3 5 5 4 3
"9338" 4 3 9 14 5 3 9 11
"9339" 11 10 9 13 13 6 14 18
"9340" 0 0 0 0 0 0 0 0
"9341" 11 13 8 9 1 2 3 3
"9342" 3 4 3 4 5 3 3 4
"9343" 4 3 1 3 2 3 1 0
"9344" 21 20 17 38 37 23 25 28
"9345" 16 19 13 10 14 22 5 15
"9346" 16 17 14 12 10 22 12 8
"9347" 0 0 0 0 0 0 0 0
"9348" 4 10 9 7 8 12 3 6
"9349" 3 8 2 9 8 6 3 5
"9350" 82 100 70 64 175 178 104 83
"9351" 8 15 9 15 18 12 12 10
"9352" 0 0 0 0 0 0 0 0
"9353" 0 2 1 2 0 2 4 2
"9354" 22 23 17 21 16 23 13 20
"9355" 13 26 14 24 38 27 15 19
"9356" 30 24 33 23 52 32 36 32
"9357" 6 3 6 5 9 3 8 4
"9358" 2 1 1 2 13 7 2 7
"9359" 0 0 0 0 0 0 0 0
"9360" 6 14 20 9 13 9 11 12
"9361" 0 0 0 0 0 0 0 0
"9362" 5 6 3 5 1 2 3 1
"9363" 11 13 6 12 11 24 21 22
"9364" 13 16 13 16 16 13 16 12
"9365" 0 0 0 0 0 0 0 0
"9366" 40 23 46 50 51 33 32 51
"9367" 60 62 64 54 30 21 11 20
"9368" 12 11 8 14 13 14 6 16
"9369" 5 1 6 6 5 13 4 6
"9370" 26 22 17 20 27 20 22 23
"9371" 5 7 8 8 3 20 10 7
"9372" 0 0 0 0 0 0 0 0
"9373" 6 1 6 9 4 4 9 6
"9374" 5 2 5 10 8 4 7 2
"9375" 0 0 0 0 0 0 0 0
"9376" 12 42 21 19 32 41 33 29
"9377" 5 6 5 1 8 5 10 3
"9378" 0 0 0 0 0 0 0 0
"9379" 0 0 0 0 0 0 0 0
"9380" 10 14 9 10 16 24 15 19
"9381" 14 5 9 12 8 10 7 7
"9382" 46 50 44 90 55 105 70 73
"9383" 0 0 0 0 0 0 0 0
"9384" 0 0 0 0 0 0 0 0
"9385" 11 7 6 19 13 12 12 16
"9386" 0 0 0 0 0 0 0 0
"9387" 4 6 3 5 8 8 4 5
"9388" 29 27 11 29 24 33 30 25
"9389" 6 7 1 2 8 6 3 8
"9390" 0 0 0 0 0 0 0 0
"9391" 0 0 0 0 0 0 0 0
"9392" 21 38 41 47 53 72 49 41
"9393" 7 5 7 5 9 6 5 8
"9394" 10 24 13 32 15 43 15 19
"9395" 3 8 5 7 5 1 5 8
"9396" 11 6 3 8 10 7 6 11
"9397" 4 4 2 5 6 6 7 9
"9398" 12 19 13 16 21 18 20 20
"9399" 18 11 7 15 6 8 9 8
"9400" 0 0 0 0 0 0 0 0
"9401" 6 9 9 8 9 13 12 6
"9402" 0 0 0 0 0 0 0 0
"9403" 7 16 10 16 9 9 15 9
"9404" 13 11 13 12 20 26 23 13
"9405" 8 5 7 3 6 4 7 6
"9406" 0 0 0 0 0 0 0 0
"9407" 24 43 17 20 30 31 22 38
"9408" 0 0 0 0 0 0 0 0
"9409" 0 0 0 0 0 0 0 0
"9410" 1 1 1 7 5 6 6 4
"9411" 0 0 0 0 0 0 0 0
"9412" 117 246 164 104 250 218 230 142
"9413" 0 0 0 0 0 0 0 0
"9414" 16 12 10 7 19 15 12 20
"9415" 0 0 0 0 0 0 0 0
"9416" 34 29 24 51 38 37 43 18
"9417" 2 4 2 2 0 2 3 3
"9418" 0 0 0 0 0 0 0 0
"9419" 3 3 3 7 2 5 4 4
"9420" 0 0 0 0 0 0 0 0
"9421" 0 0 0 0 0 0 0 0
"9422" 16 33 15 20 27 23 26 35
"9423" 5 9 5 5 5 3 8 5
"9424" 6 6 7 2 1 2 5 5
"9425" 17 36 22 34 33 25 30 38
"9426" 14 8 6 13 15 27 19 12
"9427" 43 41 50 56 55 89 59 43
"9428" 79 94 66 75 110 106 91 101
"9429" 3 3 0 4 2 5 1 3
"9430" 0 0 0 0 0 0 0 0
"9431" 30 29 17 47 32 22 21 23
"9432" 0 0 0 0 0 0 0 0
"9433" 7 8 1 4 13 9 6 9
"9434" 15 17 25 27 37 25 13 29
"9435" 8 9 6 5 10 5 7 5
"9436" 0 0 0 0 0 0 0 0
"9437" 10 10 13 26 9 11 14 25
"9438" 6 11 7 8 15 5 7 6
"9439" 0 0 0 0 0 0 0 0
"9440" 3 8 4 4 2 4 1 1
"9441" 24 9 24 17 29 27 25 22
"9442" 1 5 1 7 5 1 2 1
"9443" 0 0 0 0 0 0 0 0
"9444" 0 0 0 0 0 0 0 0
"9445" 14 31 21 29 12 14 12 7
"9446" 10 4 5 21 10 16 17 9
"9447" 115 116 65 80 133 106 100 94
"9448" 0 0 0 0 0 0 0 0
"9449" 23 31 21 50 26 50 48 37
"9450" 13 13 11 11 11 6 10 13
"9451" 12 9 4 7 4 3 8 13
"9452" 0 0 0 0 0 0 0 0
"9453" 0 0 0 0 0 0 0 0
"9454" 3 2 4 1 2 7 2 4
"9455" 0 0 0 0 0 0 0 0
"9456" 24 35 26 31 56 18 38 38
"9457" 6 7 13 8 4 8 15 11
"9458" 49 34 43 72 68 65 49 65
"9459" 0 0 0 0 0 0 0 0
"9460" 3 10 7 6 17 7 12 4
"9461" 14 17 16 18 11 21 11 16
"9462" 8 4 2 4 9 3 4 5
"9463" 7 2 4 8 10 7 6 8
"9464" 10 6 11 6 6 9 5 8
"9465" 4 6 6 4 10 7 4 0
"9466" 13 6 9 15 13 16 12 12
"9467" 14 12 17 11 22 24 13 17
"9468" 20 23 9 24 33 23 17 24
"9469" 8 9 10 12 18 11 14 15
"9470" 0 0 0 0 0 0 0 0
"9471" 4 9 5 5 8 3 16 4
"9472" 14 15 11 22 27 38 29 39
"9473" 58 51 28 46 118 77 80 112
"9474" 0 0 0 0 0 0 0 0
"9475" 15 23 9 26 81 92 99 117
"9476" 13 23 18 26 17 14 10 18
"9477" 10 8 8 7 11 8 11 13
"9478" 16 11 21 20 33 15 17 22
"9479" 9 15 11 14 13 12 13 18
"9480" 0 0 0 0 0 0 0 0
"9481" 11 23 13 29 19 22 19 22
"9482" 2 7 7 4 7 17 3 5
"9483" 14 26 21 27 19 19 21 15
"9484" 0 1 0 0 0 1 0 1
"9485" 7 11 4 12 7 7 5 3
"9486" 5 3 6 10 7 4 6 1
"9487" 17 16 15 23 20 15 22 16
"9488" 0 0 0 0 0 0 0 0
"9489" 8 8 5 10 3 2 4 2
"9490" 0 0 0 0 0 0 0 0
"9491" 52 45 38 62 69 107 42 61
"9492" 5 2 5 4 3 5 6 6
"9493" 7 8 1 10 11 10 5 8
"9494" 22 27 9 14 23 24 15 19
"9495" 2 2 8 8 13 13 5 8
"9496" 12 8 5 8 9 10 12 3
"9497" 23 39 39 43 70 53 37 38
"9498" 0 0 0 0 0 0 0 0
"9499" 3 13 9 2 3 6 5 7
"9500" 52 74 31 52 62 59 62 41
"9501" 49 59 40 70 66 85 58 71
"9502" 6 6 2 2 6 6 4 5
"9503" 0 0 0 0 0 0 0 0
"9504" 11 7 9 7 19 31 14 8
"9505" 22 28 22 16 22 12 40 19
"9506" 5 7 4 3 11 12 9 3
"9507" 10 12 3 6 4 19 8 21
"9508" 0 0 0 0 0 0 0 0
"9509" 1 1 3 1 1 3 6 1
"9510" 7 18 8 11 13 16 8 4
"9511" 36 47 20 35 52 50 63 37
"9512" 12 12 8 13 20 19 7 22
"9513" 15 54 18 16 26 28 29 28
"9514" 10 8 12 9 5 2 1 4
"9515" 0 0 0 0 0 0 0 0
"9516" 23 25 17 30 48 38 28 37
"9517" 1 10 2 7 1 3 5 1
"9518" 1 2 4 5 4 7 6 1
"9519" 29 25 22 36 35 42 39 29
"9520" 13 30 20 21 31 9 39 36
"9521" 14 13 21 18 24 28 16 19
"9522" 0 0 0 0 0 0 0 0
"9523" 17 14 15 23 10 12 18 11
"9524" 0 0 0 0 0 0 0 0
"9525" 0 0 0 0 0 0 0 0
"9526" 12 7 5 17 4 12 13 14
"9527" 4 3 5 3 5 2 2 4
"9528" 32 28 23 51 30 32 29 37
"9529" 0 0 0 0 0 0 0 0
"9530" 11 7 4 15 10 14 6 21
"9531" 17 41 22 27 38 23 31 17
"9532" 0 0 0 0 0 0 0 0
"9533" 0 0 0 0 0 0 0 0
"9534" 43 57 40 36 50 59 61 51
"9535" 3 12 8 7 19 8 10 14
"9536" 1 10 8 4 10 5 4 5
"9537" 0 0 0 0 0 0 0 0
"9538" 21 26 18 37 26 30 14 20
"9539" 6 15 6 6 15 7 22 26
"9540" 0 0 0 0 0 0 0 0
"9541" 20 24 17 26 20 30 19 24
